A1	A2	B1	B2	Variable A	Variable B	Group	Group (base)	Method	Combination	ID A	ID B
F	5.0	R	9.0	F5 - Aspects of the Bug discussion: topic	R9 - Bug covering review comments [any]	31	31	fisher	FR	F5	R9
F	5.0	R	9.0	F5 - Aspects of the Bug discussion: action	R9 - Bug covering review comments [any]	31	31	fisher	FR	F5	R9
F	5.0	R	10.0	F5 - Aspects of the Bug discussion: target	R10 - Bug covering review changes [any]	31	31	fisher	FR	F5	R10
F	5.0	R	10.0	F5 - Aspects of the Bug discussion: topic	R10 - Bug covering review changes [any]	31	31	fisher	FR	F5	R10
F	5.0	R	10.0	F5 - Aspects of the Bug discussion: action	R10 - Bug covering review changes [any]	31	31	fisher	FR	F5	R10
F	5.0	R	11.0	F5 - Aspects of the Bug discussion: target	R11 - Review branch	31	31	fisher	FR	F5	R11
F	5.0	R	11.0	F5 - Aspects of the Bug discussion: topic	R11 - Review branch	31	31	fisher	FR	F5	R11
F	5.0	R	11.0	F5 - Aspects of the Bug discussion: action	R11 - Review branch	31	31	fisher	FR	F5	R11
F	6.0	B	1.0	F6 - Type of Bug [main]	B1 - Build tools	31	31	fisher	FB	F6	B1
F	6.0	B	2.0	F6 - Type of Bug [main]	B2 - Dependency resolution	31	31	fisher	FB	F6	B2
F	6.0	B	3.0	F6 - Type of Bug [main]	B3 - Build practices	31	31	fisher	FB	F6	B3
F	6.0	C	2.1	F6 - Type of Bug [main]	C2.1 - Commit type (current)	31	31	fisher	FC	F6	C2
F	6.0	C	2.2	F6 - Type of Bug [main]	C2.2 - Commit types (children)	31	31	fisher	FC	F6	C2
F	6.0	C	2.3	F6 - Type of Bug [main]	C2.3 - Commit types (parents)	31	31	fisher	FC	F6	C2
F	6.0	C	7.0	F6 - Type of Bug [main]	C7 - Committer type	31	31	fisher	FC	F6	C7
F	6.0	C	8.0	F6 - Type of Bug [main]	C8 - Multiple concerns	31	31	fisher	FC	F6	C8
F	6.0	C	9.0	F6 - Type of Bug [main]	C9 - Commit type Swanson	31	31	fisher	FC	F6	C9
F	6.0	C	10.0	F6 - Type of Bug [main]	C10 - Test changes	31	31	fisher	FC	F6	C10
F	6.0	C	11.0	F6 - Type of Bug [main]	C11 - Bug-covering test changes	31	31	fisher	FC	F6	C11
F	6.0	C	12.0	F6 - Type of Bug [main]	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	FC	F6	C12
F	6.0	C	13.0	F6 - Type of Bug [main]	C13 - Test failures	31	31	fisher	FC	F6	C13
F	6.0	C	15.0	F6 - Type of Bug [main]	C15 - Documentation changes	32	32	fisher	FC	F6	C15
F	6.0	C	16.0	F6 - Type of Bug [main]	C16 - Bug affecting documentation	31	31	fisher	FC	F6	C16
F	6.0	C	17.0	F6 - Type of Bug [main]	C17 - Refactorings	31	31	fisher	FC	F6	C17
F	6.0	C	18.0	F6 - Type of Bug [main]	C18 - Bug-introducing refactorings	31	31	fisher	FC	F6	C18
F	6.0	C	19.0	F6 - Type of Bug [main]	C19 - Design changes	31	31	fisher	FC	F6	C19
F	6.0	C	20.0	F6 - Type of Bug [main]	C20 - Bug-introducing design changes	31	31	fisher	FC	F6	C20
F	6.0	C	21.0	F6 - Type of Bug [main]	C21 - Change of external dependencies	31	31	fisher	FC	F6	C21
F	6.0	C	22.0	F6 - Type of Bug [main]	C22 - Bug-introducing dependency changes	31	31	fisher	FC	F6	C22
F	6.0	CI	2.0	F6 - Type of Bug [main]	CI2 - CI build status	31	31	fisher	FCI	F6	CI2
F	6.0	CI	3.0	F6 - Type of Bug [main]	CI3 - CI build status change	31	31	fisher	FCI	F6	CI3
F	6.0	F	7.0	F6 - Type of Bug [main]	F7 - Has duplicates? [any]	31	31	fisher	FF	F6	F7
F	6.0	F	8.0	F6 - Type of Bug [main]	F8 - Bug reopened [any]	31	31	fisher	FF	F6	F8
F	6.0	I	2.0	F6 - Type of Bug [main]	I2 - Introducing issue types [main]	31	31	fisher	FI	F6	I2
F	6.0	I	3.0	F6 - Type of Bug [main]	I3 - Introducing issue severity [max]	31	31	fisher	FI	F6	I3
F	6.0	I	5.1	F6 - Type of Bug [main]	I5.1 - Introducing issue discussant roles	31	31	fisher	FI	F6	I5
F	6.0	I	5.2	F6 - Type of Bug [main]	I5.2 - Introducing issue reporter role [max]	31	31	fisher	FI	F6	I5
F	6.0	I	5.3	F6 - Type of Bug [main]	I5.3 - Introducing issue assignee role [max]	31	31	fisher	FI	F6	I5
F	6.0	I	5.4	F6 - Type of Bug [main]	I5.4 - Introducing issue creator role [max]	31	31	fisher	FI	F6	I5
F	6.0	I	6.0	F6 - Type of Bug [main]	I6 - Aspects of introducing issue discussion: target	31	31	fisher	FI	F6	I6
F	6.0	I	6.0	F6 - Type of Bug [main]	I6 - Aspects of introducing issue discussion: topic	31	31	fisher	FI	F6	I6
F	6.0	I	6.0	F6 - Type of Bug [main]	I6 - Aspects of introducing issue discussion: action	31	31	fisher	FI	F6	I6
F	6.0	I	8.0	F6 - Type of Bug [main]	I8 - does it have a wiki? or does it have a specification? [any]	31	31	fisher	FI	F6	I8
F	6.0	I	9.0	F6 - Type of Bug [main]	I9 - Introducing issue reopened [any]	31	31	fisher	FI	F6	I9
F	6.0	ML	2.1	F6 - Type of Bug [main]	ML2.1 - ML bug discussant roles	31	31	fisher	FML	F6	ML2
F	6.0	ML	3.0	F6 - Type of Bug [main]	ML3 - Aspects of ML bug discussion: target	31	31	fisher	FML	F6	ML3
F	6.0	ML	3.0	F6 - Type of Bug [main]	ML3 - Aspects of ML bug discussion: topic	31	31	fisher	FML	F6	ML3
F	6.0	ML	3.0	F6 - Type of Bug [main]	ML3 - Aspects of ML bug discussion: action	31	31	fisher	FML	F6	ML3
F	6.0	ML	5.1	F6 - Type of Bug [main]	ML5.1 - ML introducing change discussant roles	31	31	fisher	FML	F6	ML5
F	6.0	ML	6.0	F6 - Type of Bug [main]	ML6 - Aspects of ML introducing change discussion: target	31	31	fisher	FML	F6	ML6
F	6.0	ML	6.0	F6 - Type of Bug [main]	ML6 - Aspects of ML introducing change discussion: topic	31	31	fisher	FML	F6	ML6
F	6.0	ML	6.0	F6 - Type of Bug [main]	ML6 - Aspects of ML introducing change discussion: action	31	31	fisher	FML	F6	ML6
F	6.0	O	2.0	F6 - Type of Bug [main]	O2 - Type of other media in which bug was discussed	31	31	fisher	FO	F6	O2
F	6.0	O	3.1	F6 - Type of Bug [main]	O3.1 - Discussant roles in other media	31	31	fisher	FO	F6	O3
F	6.0	O	4.0	F6 - Type of Bug [main]	O4 - Aspects of discussions in other media: target	31	31	fisher	FO	F6	O4
F	6.0	O	4.0	F6 - Type of Bug [main]	O4 - Aspects of discussions in other media: topic	31	31	fisher	FO	F6	O4
F	6.0	O	4.0	F6 - Type of Bug [main]	O4 - Aspects of discussions in other media: action	31	31	fisher	FO	F6	O4
F	6.0	O	5.0	F6 - Type of Bug [main]	O5 - Buggy files arepresent in the BIC?	31	31	fisher	FO	F6	O5
F	6.0	R	2.0	F6 - Type of Bug [main]	R2 - Review tool [main]	31	31	fisher	FR	F6	R2
F	6.0	R	4.0	F6 - Type of Bug [main]	R4 - Reviewer types	31	31	fisher	FR	F6	R4
F	6.0	R	7.0	F6 - Type of Bug [main]	R7 - Caused changes [any]	31	31	fisher	FR	F6	R7
F	6.0	R	8.0	F6 - Type of Bug [main]	R8 - Aspects of review comments: target	31	31	fisher	FR	F6	R8
F	6.0	R	8.0	F6 - Type of Bug [main]	R8 - Aspects of review comments: topic	31	31	fisher	FR	F6	R8
F	6.0	R	8.0	F6 - Type of Bug [main]	R8 - Aspects of review comments: action	31	31	fisher	FR	F6	R8
F	6.0	R	9.0	F6 - Type of Bug [main]	R9 - Bug covering review comments [any]	31	31	fisher	FR	F6	R9
F	6.0	R	10.0	F6 - Type of Bug [main]	R10 - Bug covering review changes [any]	31	31	fisher	FR	F6	R10
F	6.0	R	11.0	F6 - Type of Bug [main]	R11 - Review branch	31	31	fisher	FR	F6	R11
F	7.0	B	1.0	F7 - Has duplicates? [any]	B1 - Build tools	32	32	fisher	FB	F7	B1
F	7.0	B	2.0	F7 - Has duplicates? [any]	B2 - Dependency resolution	32	32	fisher	FB	F7	B2
F	7.0	B	3.0	F7 - Has duplicates? [any]	B3 - Build practices	31	31	fisher	FB	F7	B3
F	7.0	C	2.1	F7 - Has duplicates? [any]	C2.1 - Commit type (current)	32	32	fisher	FC	F7	C2
F	7.0	C	2.2	F7 - Has duplicates? [any]	C2.2 - Commit types (children)	31	31	fisher	FC	F7	C2
F	7.0	C	2.3	F7 - Has duplicates? [any]	C2.3 - Commit types (parents)	32	32	fisher	FC	F7	C2
F	7.0	C	7.0	F7 - Has duplicates? [any]	C7 - Committer type	31	31	fisher	FC	F7	C7
F	7.0	C	8.0	F7 - Has duplicates? [any]	C8 - Multiple concerns	31	31	fisher	FC	F7	C8
F	7.0	C	9.0	F7 - Has duplicates? [any]	C9 - Commit type Swanson	31	31	fisher	FC	F7	C9
F	7.0	C	10.0	F7 - Has duplicates? [any]	C10 - Test changes	31	31	fisher	FC	F7	C10
F	7.0	C	11.0	F7 - Has duplicates? [any]	C11 - Bug-covering test changes	31	31	fisher	FC	F7	C11
F	7.0	C	12.0	F7 - Has duplicates? [any]	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	FC	F7	C12
F	7.0	C	13.0	F7 - Bug has duplicate [any]	C13 - Test failures	31	31	fisher	FC	F7	C13
F	7.0	C	15.0	F7 - Has duplicates? [any]	C15 - Documentation changes	31	31	fisher	FC	F7	C15
F	7.0	C	16.0	F7 - Has duplicates? [any]	C16 - Bug affecting documentation	31	31	fisher	FC	F7	C16
F	7.0	C	17.0	F7 - Has duplicates? [any]	C17 - Refactorings	31	31	fisher	FC	F7	C17
F	7.0	C	18.0	F7 - Has duplicates? [any]	C18 - Bug-introducing refactorings	31	31	fisher	FC	F7	C18
F	7.0	C	19.0	F7 - Has duplicates? [any]	C19 - Design changes	31	31	fisher	FC	F7	C19
F	7.0	C	20.0	F7 - Has duplicates? [any]	C20 - Bug-introducing design changes	31	31	fisher	FC	F7	C20
F	7.0	C	21.0	F7 - Has duplicates? [any]	C21 - Change of external dependencies	31	31	fisher	FC	F7	C21
F	7.0	C	22.0	F7 - Has duplicates? [any]	C22 - Bug-introducing dependency changes	31	31	fisher	FC	F7	C22
F	7.0	CI	2.0	F7 - Has duplicates? [any]	CI2 - CI build status	31	31	fisher	FCI	F7	CI2
F	7.0	CI	3.0	F7 - Has duplicates? [any]	CI3 - CI build status change	31	31	fisher	FCI	F7	CI3
F	7.0	F	8.0	F7 - Has duplicates? [any]	F8 - Bug reopened [any]	31	31	fisher	FF	F7	F8
F	7.0	I	2.0	F7 - Has duplicates? [any]	I2 - Introducing issue types [main]	31	31	fisher	FI	F7	I2
F	7.0	I	3.0	F7 - Has duplicates? [any]	I3 - Introducing issue severity [max]	31	31	fisher	FI	F7	I3
F	7.0	I	5.1	F7 - Has duplicates? [any]	I5.1 - Introducing issue discussant roles	31	31	fisher	FI	F7	I5
F	7.0	I	5.2	F7 - Has duplicates? [any]	I5.2 - Introducing issue reporter role [max]	31	31	fisher	FI	F7	I5
F	7.0	I	5.3	F7 - Has duplicates? [any]	I5.3 - Introducing issue assignee role [max]	31	31	fisher	FI	F7	I5
F	7.0	I	5.4	F7 - Has duplicates? [any]	I5.4 - Introducing issue creator role [max]	31	31	fisher	FI	F7	I5
F	7.0	I	6.0	F7 - Has duplicates? [any]	I6 - Aspects of introducing issue discussion: target	31	31	fisher	FI	F7	I6
F	7.0	I	6.0	F7 - Has duplicates? [any]	I6 - Aspects of introducing issue discussion: action	31	31	fisher	FI	F7	I6
F	7.0	I	6.0	F7 - Has duplicates? [any]	I6 - Aspects of introducing issue discussion: topic	32	32	fisher	FI	F7	I6
F	7.0	I	8.0	F7 - Has duplicates? [any]	I8 - does it have a wiki? or does it have a specification? [any]	32	32	fisher	FI	F7	I8
F	7.0	I	9.0	F7 - Has duplicates? [any]	I9 - Introducing issue reopened [any]	31	31	fisher	FI	F7	I9
F	7.0	ML	2.1	F7 - Has duplicates? [any]	ML2.1 - ML bug discussant roles	31	31	fisher	FML	F7	ML2
F	7.0	ML	3.0	F7 - Has duplicates? [any]	ML3 - Aspects of ML bug discussion: target	31	31	fisher	FML	F7	ML3
F	7.0	ML	3.0	F7 - Has duplicates? [any]	ML3 - Aspects of ML bug discussion: topic	31	31	fisher	FML	F7	ML3
F	7.0	ML	3.0	F7 - Has duplicates? [any]	ML3 - Aspects of ML bug discussion: action	31	31	fisher	FML	F7	ML3
F	7.0	ML	5.1	F7 - Has duplicates? [any]	ML5.1 - ML introducing change discussant roles	31	31	fisher	FML	F7	ML5
F	7.0	ML	6.0	F7 - Has duplicates? [any]	ML6 - Aspects of ML introducing change discussion: target	31	31	fisher	FML	F7	ML6
F	7.0	ML	6.0	F7 - Has duplicates? [any]	ML6 - Aspects of ML introducing change discussion: topic	31	31	fisher	FML	F7	ML6
F	7.0	ML	6.0	F7 - Has duplicates? [any]	ML6 - Aspects of ML introducing change discussion: action	31	31	fisher	FML	F7	ML6
F	7.0	O	2.0	F7 - Has duplicates? [any]	O2 - Type of other media in which bug was discussed	31	31	fisher	FO	F7	O2
F	7.0	O	3.1	F7 - Has duplicates? [any]	O3.1 - Discussant roles in other media	31	31	fisher	FO	F7	O3
F	7.0	O	4.0	F7 - Has duplicates? [any]	O4 - Aspects of discussions in other media: target	31	31	fisher	FO	F7	O4
F	7.0	O	4.0	F7 - Has duplicates? [any]	O4 - Aspects of discussions in other media: topic	31	31	fisher	FO	F7	O4
F	7.0	O	4.0	F7 - Has duplicates? [any]	O4 - Aspects of discussions in other media: action	31	31	fisher	FO	F7	O4
F	7.0	O	5.0	F7 - Has duplicates? [any]	O5 - Buggy files arepresent in the BIC?	31	31	fisher	FO	F7	O5
F	7.0	R	2.0	F7 - Has duplicates? [any]	R2 - Review tool [main]	31	31	fisher	FR	F7	R2
F	7.0	R	4.0	F7 - Has duplicates? [any]	R4 - Reviewer types	31	31	fisher	FR	F7	R4
F	7.0	R	7.0	F7 - Has duplicates? [any]	R7 - Caused changes [any]	31	31	fisher	FR	F7	R7
F	7.0	R	8.0	F7 - Has duplicates? [any]	R8 - Aspects of review comments: target	31	31	fisher	FR	F7	R8
F	7.0	R	8.0	F7 - Has duplicates? [any]	R8 - Aspects of review comments: topic	31	31	fisher	FR	F7	R8
F	7.0	R	8.0	F7 - Has duplicates? [any]	R8 - Aspects of review comments: action	31	31	fisher	FR	F7	R8
F	7.0	R	9.0	F7 - Has duplicates? [any]	R9 - Bug covering review comments [any]	31	31	fisher	FR	F7	R9
F	7.0	R	10.0	F7 - Has duplicates? [any]	R10 - Bug covering review changes [any]	31	31	fisher	FR	F7	R10
F	7.0	R	11.0	F7 - Has duplicates? [any]	R11 - Review branch	31	31	fisher	FR	F7	R11
F	8.0	B	1.0	F8 - Bug reopened [any]	B1 - Build tools	31	31	fisher	FB	F8	B1
F	8.0	B	2.0	F8 - Bug reopened [any]	B2 - Dependency resolution	31	31	fisher	FB	F8	B2
F	8.0	B	3.0	F8 - Bug reopened [any]	B3 - Build practices	31	31	fisher	FB	F8	B3
F	8.0	C	2.1	F8 - Bug reopened [any]	C2.1 - Commit type (current)	31	31	fisher	FC	F8	C2
F	8.0	C	2.2	F8 - Bug reopened [any]	C2.2 - Commit types (children)	31	31	fisher	FC	F8	C2
F	8.0	C	2.3	F8 - Bug reopened [any]	C2.3 - Commit types (parents)	31	31	fisher	FC	F8	C2
F	8.0	C	7.0	F8 - Bug reopened [any]	C7 - Committer type	31	31	fisher	FC	F8	C7
F	8.0	C	8.0	F8 - Bug reopened [any]	C8 - Multiple concerns	31	31	fisher	FC	F8	C8
F	8.0	C	9.0	F8 - Bug reopened [any]	C9 - Commit type Swanson	31	31	fisher	FC	F8	C9
F	8.0	C	10.0	F8 - Bug reopened [any]	C10 - Test changes	31	31	fisher	FC	F8	C10
F	8.0	C	11.0	F8 - Bug reopened [any]	C11 - Bug-covering test changes	31	31	fisher	FC	F8	C11
F	8.0	C	12.0	F8 - Bug reopened [any]	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	FC	F8	C12
F	8.0	C	13.0	F8 - Bug reopened [any]	C13 - Test failures	31	31	fisher	FC	F8	C13
F	8.0	C	15.0	F8 - Bug reopened [any]	C15 - Documentation changes	31	31	fisher	FC	F8	C15
F	8.0	C	16.0	F8 - Bug reopened [any]	C16 - Bug affecting documentation	31	31	fisher	FC	F8	C16
F	8.0	C	17.0	F8 - Bug reopened [any]	C17 - Refactorings	31	31	fisher	FC	F8	C17
F	8.0	C	18.0	F8 - Bug reopened [any]	C18 - Bug-introducing refactorings	31	31	fisher	FC	F8	C18
F	8.0	C	19.0	F8 - Bug reopened [any]	C19 - Design changes	31	31	fisher	FC	F8	C19
F	8.0	C	20.0	F8 - Bug reopened [any]	C20 - Bug-introducing design changes	31	31	fisher	FC	F8	C20
F	8.0	C	21.0	F8 - Bug reopened [any]	C21 - Change of external dependencies	31	31	fisher	FC	F8	C21
F	8.0	C	22.0	F8 - Bug reopened [any]	C22 - Bug-introducing dependency changes	31	31	fisher	FC	F8	C22
F	8.0	CI	2.0	F8 - Bug reopened [any]	CI2 - CI build status	31	31	fisher	FCI	F8	CI2
F	8.0	CI	3.0	F8 - Bug reopened [any]	CI3 - CI build status change	31	31	fisher	FCI	F8	CI3
F	8.0	I	2.0	F8 - Bug reopened [any]	I2 - Introducing issue types [main]	31	31	fisher	FI	F8	I2
F	8.0	I	3.0	F8 - Bug reopened [any]	I3 - Introducing issue severity [max]	31	31	fisher	FI	F8	I3
F	8.0	I	5.1	F8 - Bug reopened [any]	I5.1 - Introducing issue discussant roles	31	31	fisher	FI	F8	I5
F	8.0	I	5.2	F8 - Bug reopened [any]	I5.2 - Introducing issue reporter role [max]	31	31	fisher	FI	F8	I5
F	8.0	I	5.3	F8 - Bug reopened [any]	I5.3 - Introducing issue assignee role [max]	31	31	fisher	FI	F8	I5
F	8.0	I	5.4	F8 - Bug reopened [any]	I5.4 - Introducing issue creator role [max]	31	31	fisher	FI	F8	I5
F	8.0	I	6.0	F8 - Bug reopened [any]	I6 - Aspects of introducing issue discussion: target	31	31	fisher	FI	F8	I6
F	8.0	I	6.0	F8 - Bug reopened [any]	I6 - Aspects of introducing issue discussion: topic	31	31	fisher	FI	F8	I6
F	8.0	I	6.0	F8 - Bug reopened [any]	I6 - Aspects of introducing issue discussion: action	31	31	fisher	FI	F8	I6
F	8.0	I	8.0	F8 - Bug reopened [any]	I8 - does it have a wiki? or does it have a specification? [any]	31	31	fisher	FI	F8	I8
F	8.0	I	9.0	F8 - Bug reopened [any]	I9 - Introducing issue reopened [any]	31	31	fisher	FI	F8	I9
F	8.0	ML	2.1	F8 - Bug reopened [any]	ML2.1 - ML bug discussant roles	31	31	fisher	FML	F8	ML2
F	8.0	ML	3.0	F8 - Bug reopened [any]	ML3 - Aspects of ML bug discussion: target	31	31	fisher	FML	F8	ML3
F	8.0	ML	3.0	F8 - Bug reopened [any]	ML3 - Aspects of ML bug discussion: topic	31	31	fisher	FML	F8	ML3
F	8.0	ML	3.0	F8 - Bug reopened [any]	ML3 - Aspects of ML bug discussion: action	31	31	fisher	FML	F8	ML3
F	8.0	ML	5.1	F8 - Bug reopened [any]	ML5.1 - ML introducing change discussant roles	31	31	fisher	FML	F8	ML5
F	8.0	ML	6.0	F8 - Bug reopened [any]	ML6 - Aspects of ML introducing change discussion: target	31	31	fisher	FML	F8	ML6
F	8.0	ML	6.0	F8 - Bug reopened [any]	ML6 - Aspects of ML introducing change discussion: topic	31	31	fisher	FML	F8	ML6
F	8.0	ML	6.0	F8 - Bug reopened [any]	ML6 - Aspects of ML introducing change discussion: action	31	31	fisher	FML	F8	ML6
F	8.0	O	2.0	F8 - Bug reopened [any]	O2 - Type of other media in which bug was discussed	31	31	fisher	FO	F8	O2
F	8.0	O	3.1	F8 - Bug reopened [any]	O3.1 - Discussant roles in other media	31	31	fisher	FO	F8	O3
F	8.0	O	4.0	F8 - Bug reopened [any]	O4 - Aspects of discussions in other media: target	31	31	fisher	FO	F8	O4
F	8.0	O	4.0	F8 - Bug reopened [any]	O4 - Aspects of discussions in other media: topic	31	31	fisher	FO	F8	O4
F	8.0	O	4.0	F8 - Bug reopened [any]	O4 - Aspects of discussions in other media: action	31	31	fisher	FO	F8	O4
F	8.0	O	5.0	F8 - Bug reopened [any]	O5 - Buggy files arepresent in the BIC?	31	31	fisher	FO	F8	O5
F	8.0	R	2.0	F8 - Bug reopened [any]	R2 - Review tool [main]	31	31	fisher	FR	F8	R2
F	8.0	R	4.0	F8 - Bug reopened [any]	R4 - Reviewer types	31	31	fisher	FR	F8	R4
F	8.0	R	7.0	F8 - Bug reopened [any]	R7 - Caused changes [any]	31	31	fisher	FR	F8	R7
F	8.0	R	8.0	F8 - Bug reopened [any]	R8 - Aspects of review comments: target	31	31	fisher	FR	F8	R8
F	8.0	R	8.0	F8 - Bug reopened [any]	R8 - Aspects of review comments: topic	31	31	fisher	FR	F8	R8
F	8.0	R	8.0	F8 - Bug reopened [any]	R8 - Aspects of review comments: action	31	31	fisher	FR	F8	R8
F	8.0	R	9.0	F8 - Bug reopened [any]	R9 - Bug covering review comments [any]	31	31	fisher	FR	F8	R9
F	8.0	R	10.0	F8 - Bug reopened [any]	R10 - Bug covering review changes [any]	31	31	fisher	FR	F8	R10
F	8.0	R	11.0	F8 - Bug reopened [any]	R11 - Review branch	31	31	fisher	FR	F8	R11
I	2.0	B	1.0	I2 - Introducing issue types [main]	B1 - Build tools	1	1	fisher	IB	I2	B1
I	2.0	B	2.0	I2 - Introducing issue types [main]	B2 - Dependency resolution	1	1	fisher	IB	I2	B2
I	2.0	B	3.0	I2 - Introducing issue types [main]	B3 - Build practices	1	1	fisher	IB	I2	B3
I	2.0	C	2.1	I2 - Introducing issue types [main]	C2.1 - Commit type (current)	1	1	fisher	IC	I2	C2
I	2.0	C	2.2	I2 - Introducing issue types [main]	C2.2 - Commit types (children)	1	1	fisher	IC	I2	C2
I	2.0	C	2.3	I2 - Introducing issue types [main]	C2.3 - Commit types (parents)	1	1	fisher	IC	I2	C2
I	2.0	C	7.0	I2 - Introducing issue types [main]	C7 - Committer type	1	1	fisher	IC	I2	C7
I	2.0	C	8.0	I2 - Introducing issue types [main]	C8 - Multiple concerns	1	1	fisher	IC	I2	C8
I	2.0	C	9.0	I2 - Introducing issue types [main]	C9 - Commit type Swanson	2.1	2	fisher	IC	I2	C9
I	2.0	C	10.0	I2 - Introducing issue types [main]	C10 - Test changes	1	1	fisher	IC	I2	C10
I	2.0	C	11.0	I2 - Introducing issue types [main]	C11 - Bug-covering test changes	31	31	fisher	IC	I2	C11
I	2.0	C	12.0	I2 - Introducing issue types [main]	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	IC	I2	C12
I	2.0	C	13.0	I2 - Introducing issue types [main]	C13 - Test failures	1	1	fisher	IC	I2	C13
I	2.0	C	15.0	I2 - Introducing issue types [main]	C15 - Documentation changes	1	1	fisher	IC	I2	C15
I	2.0	C	16.0	I2 - Introducing issue types [main]	C16 - Bug affecting documentation	31	31	fisher	IC	I2	C16
I	2.0	C	17.0	I2 - Introducing issue types [main]	C17 - Refactorings	1	1	fisher	IC	I2	C17
I	2.0	C	18.0	I2 - Introducing issue types [main]	C18 - Bug-introducing refactorings	32	32	fisher	IC	I2	C18
I	2.0	C	19.0	I2 - Introducing issue types [main]	C19 - Design changes	3.3	3	fisher	IC	I2	C19
I	2.0	C	20.0	I2 - Introducing issue types [main]	C20 - Bug-introducing design changes	32	32	fisher	IC	I2	C20
I	2.0	C	21.0	I2 - Introducing issue types [main]	C21 - Change of external dependencies	3.3	3	fisher	IC	I2	C21
I	2.0	C	22.0	I2 - Introducing issue types [main]	C22 - Bug-introducing dependency changes	32	32	fisher	IC	I2	C22
I	2.0	CI	2.0	I2 - Introducing issue types [main]	CI2 - CI build status	1	1	fisher	ICI	I2	CI2
I	2.0	CI	3.0	I2 - Introducing issue types [main]	CI3 - CI build status change	1	1	fisher	ICI	I2	CI3
I	2.0	I	3.0	I2 - Introducing issue types [main]	I3 - Introducing issue severity [max]	1	1	fisher	II	I2	I3
I	2.0	I	5.1	I2 - Introducing issue types [main]	I5.1 - Introducing issue discussant roles	1	1	fisher	II	I2	I5
I	2.0	I	5.2	I2 - Introducing issue types [main]	I5.2 - Introducing issue reporter role [max]	1	1	fisher	II	I2	I5
I	2.0	I	5.3	I2 - Introducing issue types [main]	I5.3 - Introducing issue assignee role [max]	3.3	3	fisher	II	I2	I5
I	2.0	I	5.4	I2 - Introducing issue types [main]	I5.4 - Introducing issue creator role [max]	1	1	fisher	II	I2	I5
I	2.0	I	6.0	I2 - Introducing issue types [main]	I6 - Aspects of introducing issue discussion: action	1	1	fisher	II	I2	I6
I	2.0	I	6.0	I2 - Introducing issue types [main]	I6 - Aspects of introducing issue discussion: topic	2.1	2	fisher	II	I2	I6
I	2.0	I	6.0	I2 - Introducing issue types [main]	I6 - Aspects of introducing issue discussion: target	3.3	3	fisher	II	I2	I6
I	2.0	I	8.0	I2 - Introducing issue types [main]	I8 - does it have a wiki? or does it have a specification? [any]	3.3	3	fisher	II	I2	I8
I	2.0	I	9.0	I2 - Introducing issue types [main]	I9 - Introducing issue reopened [any]	1	1	fisher	II	I2	I9
I	2.0	ML	2.1	I2 - Introducing issue types [main]	ML2.1 - ML bug discussant roles	31	31	fisher	IML	I2	ML2
I	2.0	ML	3.0	I2 - Introducing issue types [main]	ML3 - Aspects of ML bug discussion: target	31	31	fisher	IML	I2	ML3
I	2.0	ML	3.0	I2 - Introducing issue types [main]	ML3 - Aspects of ML bug discussion: topic	31	31	fisher	IML	I2	ML3
I	2.0	ML	3.0	I2 - Introducing issue types [main]	ML3 - Aspects of ML bug discussion: action	31	31	fisher	IML	I2	ML3
I	2.0	ML	5.1	I2 - Introducing issue types [main]	ML5.1 - ML introducing change discussant roles	1	1	fisher	IML	I2	ML5
I	2.0	ML	6.0	I2 - Introducing issue types [main]	ML6 - Aspects of ML introducing change discussion: target	1	1	fisher	IML	I2	ML6
I	2.0	ML	6.0	I2 - Introducing issue types [main]	ML6 - Aspects of ML introducing change discussion: topic	1	1	fisher	IML	I2	ML6
I	2.0	ML	6.0	I2 - Introducing issue types [main]	ML6 - Aspects of ML introducing change discussion: action	1	1	fisher	IML	I2	ML6
I	2.0	O	2.0	I2 - Introducing issue types [main]	O2 - Type of other media in which bug was discussed	1	1	fisher	IO	I2	O2
I	2.0	O	3.1	I2 - Introducing issue types [main]	O3.1 - Discussant roles in other media	31	31	fisher	IO	I2	O3
I	2.0	O	4.0	I2 - Introducing issue types [main]	O4 - Aspects of discussions in other media: target	1	1	fisher	IO	I2	O4
I	2.0	O	4.0	I2 - Introducing issue types [main]	O4 - Aspects of discussions in other media: action	1	1	fisher	IO	I2	O4
I	2.0	O	4.0	I2 - Introducing issue types [main]	O4 - Aspects of discussions in other media: topic	3.3	3	fisher	IO	I2	O4
I	2.0	O	5.0	I2 - Introducing issue types [main]	O5 - Buggy files arepresent in the BIC?	31	31	fisher	IO	I2	O5
I	2.0	R	2.0	I2 - Introducing issue types [main]	R2 - Review tool [main]	1	1	fisher	IR	I2	R2
I	2.0	R	4.0	I2 - Introducing issue types [main]	R4 - Reviewer types	1	1	fisher	IR	I2	R4
I	2.0	R	7.0	I2 - Introducing issue types [main]	R7 - Caused changes [any]	1	1	fisher	IR	I2	R7
I	2.0	R	8.0	I2 - Introducing issue types [main]	R8 - Aspects of review comments: target	1	1	fisher	IR	I2	R8
