A1	A2	B1	B2	Variable A	Variable B	Group	Group (base)	Method	Combination	ID A	ID B
O	5.0	C	6.0	O5 - Buggy files arepresent in the BIC?	C6 - Commit file line bugginess	32	32	boxplots	OC	O5	C6
O	5.0	F	4.0	O5 - Buggy files arepresent in the BIC?	F4 - # Bug discussants	31	31	boxplots	OF	O5	F4
O	5.0	F	9.0	O5 - Buggy files arepresent in the BIC?	F9 - # Bug comments [sum]	31	31	boxplots	OF	O5	F9
O	5.0	I	5.0	O5 - Buggy files arepresent in the BIC?	I5 - # Introducing issue discussants [sum]	31	31	boxplots	OI	O5	I5
O	5.0	I	7.0	O5 - Buggy files arepresent in the BIC?	I7 - # Introducing issue commits [sum]	31	31	boxplots	OI	O5	I7
O	5.0	I	10.0	O5 - Buggy files arepresent in the BIC?	I10 - # Introducing issue comments [sum]	31	31	boxplots	OI	O5	I10
O	5.0	ML	2.0	O5 - Buggy files arepresent in the BIC?	ML2 - # ML bug discussants [sum]	E	E	boxplots	OML	O5	ML2
O	5.0	ML	5.0	O5 - Buggy files arepresent in the BIC?	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	OML	O5	ML5
O	5.0	O	3.0	O5 - Buggy files arepresent in the BIC?	O3 - # Discussants in other media [sum]	E	E	boxplots	OO	O5	O3
O	5.0	R	3.0	O5 - Buggy files arepresent in the BIC?	R3 - # Reviewers [sum]	32 (ovr)	32	boxplots	OR	O5	R3
O	5.0	R	5.0	O5 - Buggy files arepresent in the BIC?	R5 - # Review comments [sum]	31	31	boxplots	OR	O5	R5
O	5.0	R	6.0	O5 - Buggy files arepresent in the BIC?	R6 - # Rounds of code review [sum]	31	31	boxplots	OR	O5	R6
R	2.0	C	3.0	R2 - Review tool [main]	C3 - # Files changed	31 (pd)	31	boxplots	RC	R2	C3
R	2.0	C	4.0	R2 - Review tool [main]	C4 - Commit file bugginess	E	E	boxplots	RC	R2	C4
R	2.0	C	5.0	R2 - Review tool [main]	C5 - Commit total line bugginess	E	E	boxplots	RC	R2	C5
R	2.0	C	6.0	R2 - Review tool [main]	C6 - Commit file line bugginess	E	E	boxplots	RC	R2	C6
R	2.0	F	4.0	R2 - Review tool [main]	F4 - # Bug discussants	E	E	boxplots	RF	R2	F4
R	2.0	F	9.0	R2 - Review tool [main]	F9 - # Bug comments [sum]	E	E	boxplots	RF	R2	F9
R	2.0	I	5.0	R2 - Review tool [main]	I5 - # Introducing issue discussants [sum]	E	E	boxplots	RI	R2	I5
R	2.0	I	7.0	R2 - Review tool [main]	I7 - # Introducing issue commits [sum]	E	E	boxplots	RI	R2	I7
R	2.0	I	10.0	R2 - Review tool [main]	I10 - # Introducing issue comments [sum]	E	E	boxplots	RI	R2	I10
R	2.0	ML	2.0	R2 - Review tool [main]	ML2 - # ML bug discussants [sum]	E	E	boxplots	RML	R2	ML2
R	2.0	ML	5.0	R2 - Review tool [main]	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	RML	R2	ML5
R	2.0	O	3.0	R2 - Review tool [main]	O3 - # Discussants in other media [sum]	E	E	boxplots	RO	R2	O3
R	2.0	R	3.0	R2 - Review tool [main]	R3 - # Reviewers [sum]	32 (pd)	32	boxplots	RR	R2	R3
R	2.0	R	5.0	R2 - Review tool [main]	R5 - # Review comments [sum]	32 (pd)	32	boxplots	RR	R2	R5
R	2.0	R	6.0	R2 - Review tool [main]	R6 - # Rounds of code review [sum]	32 (pd)	32	boxplots	RR	R2	R6
R	4.0	C	3.0	R4 - Reviewer types	C3 - # Files changed	1 (ovr)	1	boxplots	RC	R4	C3
R	4.0	C	4.0	R4 - Reviewer types	C4 - Commit file bugginess	31	31	boxplots	RC	R4	C4
R	4.0	C	5.0	R4 - Reviewer types	C5 - Commit total line bugginess	31	31	boxplots	RC	R4	C5
R	4.0	C	6.0	R4 - Reviewer types	C6 - Commit file line bugginess	32	32	boxplots	RC	R4	C6
R	4.0	F	4.0	R4 - Reviewer types	F4 - # Bug discussants	31	31	boxplots	RF	R4	F4
R	4.0	F	9.0	R4 - Reviewer types	F9 - # Bug comments [sum]	31	31	boxplots	RF	R4	F9
R	4.0	I	5.0	R4 - Reviewer types	I5 - # Introducing issue discussants [sum]	E	E	boxplots	RI	R4	I5
R	4.0	I	7.0	R4 - Reviewer types	I7 - # Introducing issue commits [sum]	3.3 (ovr)	3	boxplots	RI	R4	I7
R	4.0	I	10.0	R4 - Reviewer types	I10 - # Introducing issue comments [sum]	E	E	boxplots	RI	R4	I10
R	4.0	ML	2.0	R4 - Reviewer types	ML2 - # ML bug discussants [sum]	E	E	boxplots	RML	R4	ML2
R	4.0	ML	5.0	R4 - Reviewer types	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	RML	R4	ML5
R	4.0	O	3.0	R4 - Reviewer types	O3 - # Discussants in other media [sum]	E	E	boxplots	RO	R4	O3
R	4.0	R	3.0	R4 - Reviewer types	R3 - # Reviewers [sum]	2.1 (ovr)	2	boxplots	RR	R4	R3
R	4.0	R	5.0	R4 - Reviewer types	R5 - # Review comments [sum]	2.1 (ovr)	2	boxplots	RR	R4	R5
R	4.0	R	6.0	R4 - Reviewer types	R6 - # Rounds of code review [sum]	2.1 (ovr)	2	boxplots	RR	R4	R6
R	7.0	C	3.0	R7 - Caused changes [any]	C3 - # Files changed	31	31	boxplots	RC	R7	C3
R	7.0	C	4.0	R7 - Caused changes [any]	C4 - Commit file bugginess	E	E	boxplots	RC	R7	C4
R	7.0	C	5.0	R7 - Caused changes [any]	C5 - Commit total line bugginess	E	E	boxplots	RC	R7	C5
R	7.0	C	6.0	R7 - Caused changes [any]	C6 - Commit file line bugginess	E	E	boxplots	RC	R7	C6
R	7.0	F	4.0	R7 - Caused changes [any]	F4 - # Bug discussants	E	E	boxplots	RF	R7	F4
R	7.0	F	9.0	R7 - Caused changes [any]	F9 - # Bug comments [sum]	E	E	boxplots	RF	R7	F9
R	7.0	I	5.0	R7 - Caused changes [any]	I5 - # Introducing issue discussants [sum]	E	E	boxplots	RI	R7	I5
R	7.0	I	7.0	R7 - Caused changes [any]	I7 - # Introducing issue commits [sum]	E	E	boxplots	RI	R7	I7
R	7.0	I	10.0	R7 - Caused changes [any]	I10 - # Introducing issue comments [sum]	E	E	boxplots	RI	R7	I10
R	7.0	ML	2.0	R7 - Caused changes [any]	ML2 - # ML bug discussants [sum]	E	E	boxplots	RML	R7	ML2
R	7.0	ML	5.0	R7 - Caused changes [any]	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	RML	R7	ML5
R	7.0	O	3.0	R7 - Caused changes [any]	O3 - # Discussants in other media [sum]	E	E	boxplots	RO	R7	O3
R	7.0	R	3.0	R7 - Caused changes [any]	R3 - # Reviewers [sum]	32	32	boxplots	RR	R7	R3
R	7.0	R	5.0	R7 - Caused changes [any]	R5 - # Review comments [sum]	32	32	boxplots	RR	R7	R5
R	7.0	R	6.0	R7 - Caused changes [any]	R6 - # Rounds of code review [sum]	32	32	boxplots	RR	R7	R6
R	8.0	C	3.0	R8 - Aspects of review comments: action	C3 - # Files changed	31	31	boxplots	RC	R8	C3
R	8.0	C	3.0	R8 - Aspects of review comments: target	C3 - # Files changed	31	31	boxplots	RC	R8	C3
R	8.0	C	3.0	R8 - Aspects of review comments: topic	C3 - # Files changed	3.1 (ovr)	3	boxplots	RC	R8	C3
R	8.0	C	4.0	R8 - Aspects of review comments: action	C4 - Commit file bugginess	E	E	boxplots	RC	R8	C4
R	8.0	C	4.0	R8 - Aspects of review comments: target	C4 - Commit file bugginess	31	31	boxplots	RC	R8	C4
R	8.0	C	4.0	R8 - Aspects of review comments: topic	C4 - Commit file bugginess	31	31	boxplots	RC	R8	C4
R	8.0	C	5.0	R8 - Aspects of review comments: action	C5 - Commit total line bugginess	E	E	boxplots	RC	R8	C5
R	8.0	C	5.0	R8 - Aspects of review comments: target	C5 - Commit total line bugginess	31	31	boxplots	RC	R8	C5
R	8.0	C	5.0	R8 - Aspects of review comments: topic	C5 - Commit total line bugginess	32	32	boxplots	RC	R8	C5
R	8.0	C	6.0	R8 - Aspects of review comments: action	C6 - Commit file line bugginess	E	E	boxplots	RC	R8	C6
R	8.0	C	6.0	R8 - Aspects of review comments: target	C6 - Commit file line bugginess	31	31	boxplots	RC	R8	C6
R	8.0	C	6.0	R8 - Aspects of review comments: topic	C6 - Commit file line bugginess	31	31	boxplots	RC	R8	C6
R	8.0	F	4.0	R8 - Aspects of review comments: action	F4 - # Bug discussants	E	E	boxplots	RF	R8	F4
R	8.0	F	4.0	R8 - Aspects of review comments: target	F4 - # Bug discussants	31	31	boxplots	RF	R8	F4
R	8.0	F	4.0	R8 - Aspects of review comments: topic	F4 - # Bug discussants	31	31	boxplots	RF	R8	F4
R	8.0	F	9.0	R8 - Aspects of review comments: action	F9 - # Bug comments [sum]	E	E	boxplots	RF	R8	F9
R	8.0	F	9.0	R8 - Aspects of review comments: target	F9 - # Bug comments [sum]	31	31	boxplots	RF	R8	F9
R	8.0	F	9.0	R8 - Aspects of review comments: topic	F9 - # Bug comments [sum]	31	31	boxplots	RF	R8	F9
R	8.0	I	5.0	R8 - Aspects of review comments: action	I5 - # Introducing issue discussants [sum]	E	E	boxplots	RI	R8	I5
R	8.0	I	5.0	R8 - Aspects of review comments: target	I5 - # Introducing issue discussants [sum]	31	31	boxplots	RI	R8	I5
R	8.0	I	5.0	R8 - Aspects of review comments: topic	I5 - # Introducing issue discussants [sum]	31	31	boxplots	RI	R8	I5
R	8.0	I	7.0	R8 - Aspects of review comments: action	I7 - # Introducing issue commits [sum]	31	31	boxplots	RI	R8	I7
R	8.0	I	7.0	R8 - Aspects of review comments: target	I7 - # Introducing issue commits [sum]	1	1	boxplots	RI	R8	I7
R	8.0	I	7.0	R8 - Aspects of review comments: topic	I7 - # Introducing issue commits [sum]	31	31	boxplots	RI	R8	I7
R	8.0	I	10.0	R8 - Aspects of review comments: action	I10 - # Introducing issue comments [sum]	E	E	boxplots	RI	R8	I10
R	8.0	I	10.0	R8 - Aspects of review comments: target	I10 - # Introducing issue comments [sum]	31	31	boxplots	RI	R8	I10
R	8.0	I	10.0	R8 - Aspects of review comments: topic	I10 - # Introducing issue comments [sum]	32 (ovr)	32	boxplots	RI	R8	I10
R	8.0	ML	2.0	R8 - Aspects of review comments: action	ML2 - # ML bug discussants [sum]	E	E	boxplots	RML	R8	ML2
R	8.0	ML	2.0	R8 - Aspects of review comments: target	ML2 - # ML bug discussants [sum]	E	E	boxplots	RML	R8	ML2
R	8.0	ML	2.0	R8 - Aspects of review comments: topic	ML2 - # ML bug discussants [sum]	E	E	boxplots	RML	R8	ML2
R	8.0	ML	5.0	R8 - Aspects of review comments: action	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	RML	R8	ML5
R	8.0	ML	5.0	R8 - Aspects of review comments: target	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	RML	R8	ML5
R	8.0	ML	5.0	R8 - Aspects of review comments: topic	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	RML	R8	ML5
R	8.0	O	3.0	R8 - Aspects of review comments: action	O3 - # Discussants in other media [sum]	E	E	boxplots	RO	R8	O3
R	8.0	O	3.0	R8 - Aspects of review comments: target	O3 - # Discussants in other media [sum]	E	E	boxplots	RO	R8	O3
R	8.0	O	3.0	R8 - Aspects of review comments: topic	O3 - # Discussants in other media [sum]	E	E	boxplots	RO	R8	O3
R	8.0	R	3.0	R8 - Aspects of review comments: action	R3 - # Reviewers [sum]	3.3 (ovr)	3	boxplots	RR	R8	R3
R	8.0	R	3.0	R8 - Aspects of review comments: target	R3 - # Reviewers [sum]	2.2 (ovr)	2	boxplots	RR	R8	R3
R	8.0	R	3.0	R8 - Aspects of review comments: topic	R3 - # Reviewers [sum]	3.1 (ovr)	3	boxplots	RR	R8	R3
R	8.0	R	5.0	R8 - Aspects of review comments: action	R5 - # Review comments [sum]	3.3 (ovr)	3	boxplots	RR	R8	R5
R	8.0	R	5.0	R8 - Aspects of review comments: target	R5 - # Review comments [sum]	2.1 (ovr)	2	boxplots	RR	R8	R5
R	8.0	R	5.0	R8 - Aspects of review comments: topic	R5 - # Review comments [sum]	3.1 (ovr)	3	boxplots	RR	R8	R5
R	8.0	R	6.0	R8 - Aspects of review comments: action	R6 - # Rounds of code review [sum]	3.3 (ovr)	3	boxplots	RR	R8	R6
R	8.0	R	6.0	R8 - Aspects of review comments: target	R6 - # Rounds of code review [sum]	2.1 (ovr)	2	boxplots	RR	R8	R6
R	8.0	R	6.0	R8 - Aspects of review comments: topic	R6 - # Rounds of code review [sum]	3.1 (ovr)	3	boxplots	RR	R8	R6
R	9.0	C	3.0	R9 - Bug covering review comments [any]	C3 - # Files changed	32	32	boxplots	RC	R9	C3
R	9.0	C	4.0	R9 - Bug covering review comments [any]	C4 - Commit file bugginess	32	32	boxplots	RC	R9	C4
R	9.0	C	5.0	R9 - Bug covering review comments [any]	C5 - Commit total line bugginess	32	32	boxplots	RC	R9	C5
R	9.0	C	6.0	R9 - Bug covering review comments [any]	C6 - Commit file line bugginess	32	32	boxplots	RC	R9	C6
R	9.0	F	4.0	R9 - Bug covering review comments [any]	F4 - # Bug discussants	31	31	boxplots	RF	R9	F4
R	9.0	F	9.0	R9 - Bug covering review comments [any]	F9 - # Bug comments [sum]	32	32	boxplots	RF	R9	F9
R	9.0	I	5.0	R9 - Bug covering review comments [any]	I5 - # Introducing issue discussants [sum]	E	E	boxplots	RI	R9	I5
R	9.0	I	7.0	R9 - Bug covering review comments [any]	I7 - # Introducing issue commits [sum]	32	32	boxplots	RI	R9	I7
R	9.0	I	10.0	R9 - Bug covering review comments [any]	I10 - # Introducing issue comments [sum]	E	E	boxplots	RI	R9	I10
R	9.0	ML	2.0	R9 - Bug covering review comments [any]	ML2 - # ML bug discussants [sum]	E	E	boxplots	RML	R9	ML2
R	9.0	ML	5.0	R9 - Bug covering review comments [any]	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	RML	R9	ML5
R	9.0	O	3.0	R9 - Bug covering review comments [any]	O3 - # Discussants in other media [sum]	E	E	boxplots	RO	R9	O3
R	9.0	R	3.0	R9 - Bug covering review comments [any]	R3 - # Reviewers [sum]	32	32	boxplots	RR	R9	R3
R	9.0	R	5.0	R9 - Bug covering review comments [any]	R5 - # Review comments [sum]	32	32	boxplots	RR	R9	R5
R	9.0	R	6.0	R9 - Bug covering review comments [any]	R6 - # Rounds of code review [sum]	32	32	boxplots	RR	R9	R6
R	10.0	C	3.0	R10 - Bug covering review changes [any]	C3 - # Files changed	32	32	boxplots	RC	R10	C3
R	10.0	C	4.0	R10 - Bug covering review changes [any]	C4 - Commit file bugginess	32	32	boxplots	RC	R10	C4
R	10.0	C	5.0	R10 - Bug covering review changes [any]	C5 - Commit total line bugginess	32	32	boxplots	RC	R10	C5
R	10.0	C	6.0	R10 - Bug covering review changes [any]	C6 - Commit file line bugginess	31	31	boxplots	RC	R10	C6
R	10.0	F	4.0	R10 - Bug covering review changes [any]	F4 - # Bug discussants	31	31	boxplots	RF	R10	F4
R	10.0	F	9.0	R10 - Bug covering review changes [any]	F9 - # Bug comments [sum]	32	32	boxplots	RF	R10	F9
R	10.0	I	5.0	R10 - Bug covering review changes [any]	I5 - # Introducing issue discussants [sum]	E	E	boxplots	RI	R10	I5
R	10.0	I	7.0	R10 - Bug covering review changes [any]	I7 - # Introducing issue commits [sum]	32	32	boxplots	RI	R10	I7
R	10.0	I	10.0	R10 - Bug covering review changes [any]	I10 - # Introducing issue comments [sum]	E	E	boxplots	RI	R10	I10
R	10.0	ML	2.0	R10 - Bug covering review changes [any]	ML2 - # ML bug discussants [sum]	E	E	boxplots	RML	R10	ML2
R	10.0	ML	5.0	R10 - Bug covering review changes [any]	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	RML	R10	ML5
R	10.0	O	3.0	R10 - Bug covering review changes [any]	O3 - # Discussants in other media [sum]	E	E	boxplots	RO	R10	O3
R	10.0	R	3.0	R10 - Bug covering review changes [any]	R3 - # Reviewers [sum]	E	E	boxplots	RR	R10	R3
R	10.0	R	5.0	R10 - Bug covering review changes [any]	R5 - # Review comments [sum]	E	E	boxplots	RR	R10	R5
R	10.0	R	6.0	R10 - Bug covering review changes [any]	R6 - # Rounds of code review [sum]	E	E	boxplots	RR	R10	R6
R	11.0	C	3.0	R11 - Review branch	C3 - # Files changed	E	E	boxplots	RC	R11	C3
R	11.0	C	4.0	R11 - Review branch	C4 - Commit file bugginess	E	E	boxplots	RC	R11	C4
R	11.0	C	5.0	R11 - Review branch	C5 - Commit total line bugginess	E	E	boxplots	RC	R11	C5
R	11.0	C	6.0	R11 - Review branch	C6 - Commit file line bugginess	E	E	boxplots	RC	R11	C6
R	11.0	F	4.0	R11 - Review branch	F4 - # Bug discussants	E	E	boxplots	RF	R11	F4
R	11.0	F	9.0	R11 - Review branch	F9 - # Bug comments [sum]	E	E	boxplots	RF	R11	F9
R	11.0	I	5.0	R11 - Review branch	I5 - # Introducing issue discussants [sum]	E	E	boxplots	RI	R11	I5
R	11.0	I	7.0	R11 - Review branch	I7 - # Introducing issue commits [sum]	E	E	boxplots	RI	R11	I7
R	11.0	I	10.0	R11 - Review branch	I10 - # Introducing issue comments [sum]	E	E	boxplots	RI	R11	I10
R	11.0	ML	2.0	R11 - Review branch	ML2 - # ML bug discussants [sum]	E	E	boxplots	RML	R11	ML2
R	11.0	ML	5.0	R11 - Review branch	ML5 - # ML introducing change discussants [sum]	E	E	boxplots	RML	R11	ML5
R	11.0	O	3.0	R11 - Review branch	O3 - # Discussants in other media [sum]	E	E	boxplots	RO	R11	O3
R	11.0	R	3.0	R11 - Review branch	R3 - # Reviewers [sum]	E	E	boxplots	RR	R11	R3
R	11.0	R	5.0	R11 - Review branch	R5 - # Review comments [sum]	E	E	boxplots	RR	R11	R5
R	11.0	R	6.0	R11 - Review branch	R6 - # Rounds of code review [sum]	E	E	boxplots	RR	R11	R6
B	1.0	B	2.0	B1 - Build tools	B2 - Dependency resolution	2.1	2	fisher	BB	B1	B2
B	1.0	B	3.0	B1 - Build tools	B3 - Build practices	1	1	fisher	BB	B1	B3
B	1.0	C	2.1	B1 - Build tools	C2.1 - Commit type (current)	3.1	3	fisher	BC	B1	C2
B	1.0	C	2.2	B1 - Build tools	C2.2 - Commit types (children)	2.1	2	fisher	BC	B1	C2
B	1.0	C	2.3	B1 - Build tools	C2.3 - Commit types (parents)	2.1	2	fisher	BC	B1	C2
B	1.0	C	7.0	B1 - Build tools	C7 - Committer type	2.1	2	fisher	BC	B1	C7
B	1.0	C	8.0	B1 - Build tools	C8 - Multiple concerns	1	1	fisher	BC	B1	C8
B	1.0	C	9.0	B1 - Build tools	C9 - Commit type Swanson	1	1	fisher	BC	B1	C9
B	1.0	C	10.0	B1 - Build tools	C10 - Test changes	3.1	3	fisher	BC	B1	C10
B	1.0	C	11.0	B1 - Build tools	C11 - Bug-covering test changes	32	32	fisher	BC	B1	C11
B	1.0	C	12.0	B1 - Build tools	C12 - Bug-covering changes prior or subsequent commit	32	32	fisher	BC	B1	C12
B	1.0	C	13.0	B1 - Build tools	C13 - Test failures	3.3	3	fisher	BC	B1	C13
B	1.0	C	15.0	B1 - Build tools	C15 - Documentation changes	1	1	fisher	BC	B1	C15
B	1.0	C	16.0	B1 - Build tools	C16 - Bug affecting documentation	31	31	fisher	BC	B1	C16
B	1.0	C	17.0	B1 - Build tools	C17 - Refactorings	3.3	3	fisher	BC	B1	C17
B	1.0	C	18.0	B1 - Build tools	C18 - Bug-introducing refactorings	31	31	fisher	BC	B1	C18
B	1.0	C	19.0	B1 - Build tools	C19 - Design changes	1	1	fisher	BC	B1	C19
B	1.0	C	20.0	B1 - Build tools	C20 - Bug-introducing design changes	32	32	fisher	BC	B1	C20
B	1.0	C	21.0	B1 - Build tools	C21 - Change of external dependencies	3.3	3	fisher	BC	B1	C21
B	1.0	C	22.0	B1 - Build tools	C22 - Bug-introducing dependency changes	32	32	fisher	BC	B1	C22
B	1.0	R	2.0	B1 - Build tools	R2 - Review tool [main]	2.1	2	fisher	BR	B1	R2
B	1.0	R	4.0	B1 - Build tools	R4 - Reviewer types	1	1	fisher	BR	B1	R4
B	1.0	R	7.0	B1 - Build tools	R7 - Caused changes [any]	3.1	3	fisher	BR	B1	R7
B	1.0	R	8.0	B1 - Build tools	R8 - Aspects of review comments: target	1	1	fisher	BR	B1	R8
B	1.0	R	8.0	B1 - Build tools	R8 - Aspects of review comments: topic	1	1	fisher	BR	B1	R8
B	1.0	R	8.0	B1 - Build tools	R8 - Aspects of review comments: action	1	1	fisher	BR	B1	R8
B	1.0	R	9.0	B1 - Build tools	R9 - Bug covering review comments [any]	32	32	fisher	BR	B1	R9
B	1.0	R	10.0	B1 - Build tools	R10 - Bug covering review changes [any]	32	32	fisher	BR	B1	R10
B	1.0	R	11.0	B1 - Build tools	R11 - Review branch	2.1	2	fisher	BR	B1	R11
B	2.0	B	3.0	B2 - Dependency resolution	B3 - Build practices	2.1	2	fisher	BB	B2	B3
B	2.0	C	2.1	B2 - Dependency resolution	C2.1 - Commit type (current)	3.1	3	fisher	BC	B2	C2
B	2.0	C	2.2	B2 - Dependency resolution	C2.2 - Commit types (children)	2.1	2	fisher	BC	B2	C2
B	2.0	C	2.3	B2 - Dependency resolution	C2.3 - Commit types (parents)	2.1	2	fisher	BC	B2	C2
B	2.0	C	7.0	B2 - Dependency resolution	C7 - Committer type	1	1	fisher	BC	B2	C7
B	2.0	C	8.0	B2 - Dependency resolution	C8 - Multiple concerns	1	1	fisher	BC	B2	C8
B	2.0	C	9.0	B2 - Dependency resolution	C9 - Commit type Swanson	1	1	fisher	BC	B2	C9
B	2.0	C	10.0	B2 - Dependency resolution	C10 - Test changes	3.3	3	fisher	BC	B2	C10
B	2.0	C	11.0	B2 - Dependency resolution	C11 - Bug-covering test changes	32	32	fisher	BC	B2	C11
B	2.0	C	12.0	B2 - Dependency resolution	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	BC	B2	C12
B	2.0	C	13.0	B2 - Dependency resolution	C13 - Test failures	1	1	fisher	BC	B2	C13
B	2.0	C	15.0	B2 - Dependency resolution	C15 - Documentation changes	1	1	fisher	BC	B2	C15
B	2.0	C	16.0	B2 - Dependency resolution	C16 - Bug affecting documentation	31	31	fisher	BC	B2	C16
B	2.0	C	17.0	B2 - Dependency resolution	C17 - Refactorings	3.3	3	fisher	BC	B2	C17
B	2.0	C	18.0	B2 - Dependency resolution	C18 - Bug-introducing refactorings	31	31	fisher	BC	B2	C18
B	2.0	C	19.0	B2 - Dependency resolution	C19 - Design changes	1	1	fisher	BC	B2	C19
B	2.0	C	20.0	B2 - Dependency resolution	C20 - Bug-introducing design changes	31	31	fisher	BC	B2	C20
B	2.0	C	21.0	B2 - Dependency resolution	C21 - Change of external dependencies	1	1	fisher	BC	B2	C21
B	2.0	C	22.0	B2 - Dependency resolution	C22 - Bug-introducing dependency changes	32	32	fisher	BC	B2	C22
B	2.0	R	2.0	B2 - Dependency resolution	R2 - Review tool [main]	2.1	2	fisher	BR	B2	R2
B	2.0	R	4.0	B2 - Dependency resolution	R4 - Reviewer types	1	1	fisher	BR	B2	R4
B	2.0	R	7.0	B2 - Dependency resolution	R7 - Caused changes [any]	1	1	fisher	BR	B2	R7
B	2.0	R	8.0	B2 - Dependency resolution	R8 - Aspects of review comments: action	1	1	fisher	BR	B2	R8
B	2.0	R	8.0	B2 - Dependency resolution	R8 - Aspects of review comments: target	3.3	3	fisher	BR	B2	R8
B	2.0	R	8.0	B2 - Dependency resolution	R8 - Aspects of review comments: topic	3.3	3	fisher	BR	B2	R8
B	2.0	R	9.0	B2 - Dependency resolution	R9 - Bug covering review comments [any]	31	31	fisher	BR	B2	R9
B	2.0	R	10.0	B2 - Dependency resolution	R10 - Bug covering review changes [any]	32	32	fisher	BR	B2	R10
B	2.0	R	11.0	B2 - Dependency resolution	R11 - Review branch	1	1	fisher	BR	B2	R11
B	3.0	C	2.1	B3 - Build practices	C2.1 - Commit type (current)	3.1	3	fisher	BC	B3	C2
B	3.0	C	2.2	B3 - Build practices	C2.2 - Commit types (children)	2.1	2	fisher	BC	B3	C2
B	3.0	C	2.3	B3 - Build practices	C2.3 - Commit types (parents)	2.1	2	fisher	BC	B3	C2
B	3.0	C	7.0	B3 - Build practices	C7 - Committer type	1	1	fisher	BC	B3	C7
B	3.0	C	8.0	B3 - Build practices	C8 - Multiple concerns	1	1	fisher	BC	B3	C8
